No:ch:py:en:radical:str:hsk:std:freq:hv
1:的:de:possessive, adjectival suffix:白 106.3:8:1:1155:1:đích
2:一:yī:one; a, an; alone:一 1.0:1:1:1:2:nhất
3:是:shì:indeed, yes, right; to be; demonstrative pronoun, this, that:日 72.5:9:1:1479:3:thị
4:不:bù:no, not; un-; negative prefix:一 1.3:4:1:91:4:bất
5:了:le:to finish; particle of completed action:亅 6.1:2:1:17:5:liễu
6:在:zài:be at, in, on; consist in, rest:土 32.3:6:1:388:6:tại
7:人:rén:man; people; mankind; someone else:人 9.0:2:1:10:7:nhân
8:有:yǒu:have, own, possess; exist:月 74.2:6:1:390:8:hữu
9:我:wǒ:our, us, i, me, my, we:戈 62.3:7:1:761:9:ngã
10:他:tā:other, another; he, she, it:人 9.3:5:1:277:10:tha
11:这:zhè:this, the, here:辵 162.4:7:1:837:11:giá
12:个:gè:numerary adjunct, piece; single:丨 2.2:3:1:45:12:cá
13:们:men:adjunct pronoun indicate plural:人 9.3:5:1:273:13:môn
14:中:zhōng:central; center, middle; in the midst of; hit (target); attain:丨 2.3:4:1:113:14:trung
15:来:lái:come, coming; return, returning:木 75.3:7:1:707:15:lai
16:上:shàng:top; superior, highest; go up, send up:一 1.2:3:1:36:16:thượng
17:大:dà:big, great, vast, large, high:大 37.0:3:1:32:17:đại
18:为:wèi:do, handle, govern, act; be:丶 3.3:4:2:165:18:vị
19:和:hé:harmony, peace; peaceful, calm:口 30.5:8:1:1131:19:hoà
20:国:guó:nation, country, nation-state:囗 31.5:8:1:1081:20:quốc
21:地:de:earth; soil, ground; region:土 32.3:6:3:366:21:địa
22:到:dào:go to, arrive, been to:刀 18.6:8:2:1063:22:đáo
23:以:yǐ:by means of; thereby, therefore; consider as; in order to:人 9.3:4:2:182:23:dĩ
24:说:shuō:speak, say, talk; scold, upbraid:言 149.7:9:1:1717:24:thuyết
25:时:shí:time, season; era, age, period:日 72.3:7:1:717:25:thời
26:要:yào:necessary, essential; necessity:襾 146.3:9:2:1441:26:yếu
27:就:jiù:just, simply; to come, go to; to approach, near:尢 43.9:12:2:2728:27:tựu
28:出:chū:go out, send out; stand; produce:凵 17.3:5:1:330:28:xuất
29:会:huì:assemble, meet together; meeting:人 9.4:6:1:486:29:hội
30:可:kě:may, can, -able; possibly:口 30.2:5:2:212:30:khả
31:也:yě:also; classical final particle of strong affirmation or identity:乙 5.2:3:2:66:31:dã
32:你:nǐ:you, second person pronoun:人 9.5:7:1:782:32:nhĩ
33:对:duì:correct, right; facing, opposed:寸 41.2:5:1:341:33:đối
34:生:shēng:life, living, lifetime; birth:生 100.0:5:1:263:34:sinh
35:能:néng:to be able; can, permitted to; ability:肉 130.6:10:1:2146:35:năng
36:而:ér:and; and then; and yet; but:而 126.0:6:3:392:36:nhi
37:子:zi:offspring, child; fruit, seed of; 1st terrestrial branch:子 39.0:3:1:64:37:tử
38:那:nà:that, that one, those:邑 163.4:6:1:564:38:na
39:得:dé:obtain, get, gain, acquire:彳 60.8:11:2:2341:39:đắc
40:于:yú:in, on, at; go to; surname:二 7.1:3:3:24:40:vu
41:着:zhe:make move, take action:目 109.6:11:2:2398:41:trước
42:下:xià:under, underneath, below; down; inferior; bring down:一 1.2:3:1:30:42:hạ
43:自:zì:self, private, personal; from:自 132.0:6:3:477:43:tự
44:之:zhī:marks preceding phrase as modifier of following phrase; it, him her, them; go to:丿 4.3:3:4:58:44:chi
45:年:nián:năm:干 51.3:6:1:444:45:niên
46:过:guò:pass, pass through, go across:辵 162.3:6:2:379:46:quá
47:发:fā:issue, dispatch, send out; hair:又 29.3:5:3:339:47:phát
48:后:hòu:queen, empress, sovereign; (simp. for 後) behind, rear, after:口 30.3:6:1:482:48:hậu
49:作:zuò:make; work; compose, write; act, perform:人 9.5:7:1:777:49:tác
50:里:lǐ:unit of distance; village; lane:里 166.0:7:1:721:50:lý
51:用:yòng:use, employ, apply, operate; use:用 101.0:5:3:283:51:dụng
52:道:dào:path, road, street; method, way:辵 162.9:12:2:2745:52:đạo
53:hành:xíng:go; walk; move, travel; circulate:行 144.0:6:3:483:53:hành
54:所:suǒ:place, location; numerary adjunct:戶 63.4:8:2:1164:54:sở
55:然:rán:yes, certainly; pledge, promise:火 86.8:12:2:2723:55:nhiên
56:家:jiā:house, home, residence; family:宀 40.7:10:1:2099:56:gia
57:种:zhǒng:seed; race, breed; to plant:禾 115.4:9:3:1549:57:chủng
58:事:shì:affair, matter, business; to serve; accident, incident:亅 6.7:8:2:1038:58:sự
59:成:chéng:completed, finished, fixed:戈 62.3:6:3:401:59:thành
60:方:fāng:a square, rectangle; a region; local:方 70.0:4:3:163:60:phương
61:多:duō:much, many; more than, over:夕 36.3:6:1:507:61:đa
62:经:jīng:classic works; pass through:糸 120.5:8:2:1350:62:kinh
63:么:me:interrogative particle; repetition of a tune small; tender:丿 4.2:3:1:48:63:ma
64:去:qù:go away, leave, depart:厶 28.3:5:1:204:64:khứ
65:法:fǎ:law, rule, regulation, statute; France, French:水 85.5:8:3:1241:65:pháp
66:学:xué:learning, knowledge; school:子 39.5:8:1:1273:66:học
67:如:rú:if, supposing; as if; like, as:女 38.3:6:3:578:67:như
68:都:dōu:metropolis, capital; all, the whole; elegant, refined:邑 163.9:10:1:1801:68:đô
69:同:tóng:same, similar; together with:口 30.3:6:1:427:69:đồng
70:现:xiàn:appear, manifest, become visible:玉 96.4:8:1:949:70:hiện
71:当:dāng:bear, accept, undertake; just:小 42.3:6:3:418:71:đương
72:没:méi:not, have not, none; drown, sink:水 85.4:7:1:867:72:một
73:动:dòng:move, happen; movement, action:力 19.4:6:2:353:73:động
74:面:miàn:face; surface; plane; side, dimension:面 176.0:9:1:1455:74:diện
75:起:qǐ:rise, stand up; go up; begin:走 156.3:10:1:1789:75:khởi
76:看:kàn:look, see; examine, scrutinize:目 109.4:9:1:1539:76:khán
77:定:dìng:decide, settle, fix:宀 40.5:8:3:1276:77:định
78:天:tiān:sky, heaven; god, celestial:大 37.1:4:1:78:78:thiên
79:分:fēn:divide; small unit of time etc.:刀 18.2:4:1:146:79:phân
80:还:hái:still, yet, also, besides:辵 162.4:7:2:704:80:hoàn
81:进:jìn:advance, make progress, enter:辵 162.4:7:2:605:81:tiến
82:好:hǎo:good, excellent, fine; well:女 38.3:6:1:581:82:hảo
83:小:xiǎo:small, tiny, insignificant:小 42.0:3:1:37:83:tiểu
84:部:bù:part, division, section:邑 163.8:10:4:2044:84:bộ
85:其:qí:his, her, its, their; that:八 12.6:8:3:996:85:kỳ
86:些:xiē:little, few; rather, somewhat:二 7.5:8:1:1069:86:tá
87:主:zhǔ:master, chief owner; host; lord:丶 3.4:5:3:300:87:chủ
88:样:yàng:shape, form, pattern, style:木 75.6:10:1:1849:88:dạng
89:理:lǐ:reason, logic; manage:玉 96.7:11:3:2157:89:lý
90:心:xīn:heart; mind, intelligence; soul:心 61.0:4:3:174:90:tâm
91:她:tā:she, her:女 38.3:6:1:582:91:tha
92:本:běn:root, origin, source; basis:木 75.1:5:1:210:92:bản
93:前:qián:in front, forward; preceding:刀 18.7:9:1:1650:93:tiền
94:开:kāi:open; initiate, begin, start:廾 55.1:4:1:76:94:khai
95:但:dàn:only; but, however, yet, still:人 9.5:7:2:774:95:đãn
96:因:yīn:cause, reason; by; because (of):囗 31.3:6:2:430:96:nhân
97:只:zhǐ:only, just, simply:口 30.2:5:3:246:97:chỉ
98:从:cóng:from, by, since, whence, through:人 9.2:4:2:142:98:thung
99:想:xiǎng:think, speculate, plan, consider:心 61.9:13:1:2867:99:tưởng
100:实:shí:real, true; honest, sincere:宀 40.5:8:3:1285:100:thực
